game_id,name,date,player_count,gain,percentage_gain,followers,rank,positive_reviews,negative_reviews,positive_percentage
1145360,Hades,January 2020,"8,104","+1,682",+26.2%,"292,058 followers",#462 in top sellers,"272,837 positive reviews","4,832 negative reviews",98.26% positive reviews
1145360,Hades,December 2019,"6,422",-,-,"292,058 followers",#462 in top sellers,"272,837 positive reviews","4,832 negative reviews",98.26% positive reviews
2357570,Overwatch® 2,Last 30 days,"40,235","-19,097",-32.2%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,February 2025,"59,332","+22,697",+62.0%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,January 2025,"36,635","-6,506",-15.1%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,December 2024,"43,141","-13,466",-23.8%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,November 2024,"56,607","-1,643",-2.8%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,October 2024,"58,250","-1,792",-3.0%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,September 2024,"60,042",+884,+1.5%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,August 2024,"59,158","+7,150",+13.7%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,July 2024,"52,008","+1,457",+2.9%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,June 2024,"50,551","-1,026",-2.0%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,May 2024,"51,577","-9,439",-15.5%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,April 2024,"61,016","+15,127",+33.0%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,March 2024,"45,889","+4,311",+10.4%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,February 2024,"41,578","+5,878",+16.5%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,January 2024,"35,700","-3,240",-8.3%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,December 2023,"38,940",+14,+0.0%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,November 2023,"38,926",+530,+1.4%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,October 2023,"38,396","+4,238",+12.4%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,September 2023,"34,158","-41,450",-54.8%,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
2357570,Overwatch® 2,August 2023,"75,608",-,-,"94,824 followers",#57 in top sellers,"77,317 positive reviews","257,974 negative reviews",23.06% positive reviews
